label,zero_crossing_rate,rmse,spectral_centroid,spectral_bandwidth,rolloff,chroma_stft,tempo,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39
door_wood_knock,0.0029070294373549884,0.009260468,347.7864173173228,675.1798540163252,597.8336626305104,0.18343557,166.82642890560206,-642.4821,36.555008,11.361752,2.7105567,1.6775684,5.647139,3.593367,3.3040557,1.1396794,1.2763883,1.9229517,2.790355,1.6373539,1.24134,1.7431717,2.2119403,2.7270312,2.3501575,1.3201257,1.1095318,1.3677876,2.0625675,2.5410697,1.7253985,1.2064532,0.9678536,0.26931843,-0.2648689,-0.73322517,-0.8626065,-0.61963683,-0.25128263,0.08591696,0.33684844,0.5325871,0.32083726,-0.045763586,-0.50671804,-0.5653673,-0.08818671
clapping,0.14914783026392112,0.0761908,4687.830619924997,4047.7875369851845,9476.308049956497,0.6084015,129.78131990996852,-147.48158,93.504715,-76.91912,7.219896,-60.135216,20.933523,-39.915245,8.395383,-28.36872,4.36342,-19.845127,0.10653841,-19.457022,0.9491378,-13.847722,-0.2521909,-11.340256,-5.045063,-7.1981153,-3.9832568,-5.089799,-5.49543,-3.2145379,-5.1180468,-2.1866977,-4.99135,-1.7866458,-4.8586617,-2.078497,-4.679542,-2.142548,-3.8591735,-1.5187175,-2.4732528,-1.7497805,-2.0753958,-0.40136027,-1.5831594,-0.14473532,-1.7860477
clapping,0.1476422020011601,0.07748753,4584.777358511589,3964.3306651554926,9223.75505274797,0.60472375,171.8401504378415,-147.32645,93.66045,-75.62163,5.292964,-59.118843,25.26935,-35.556274,5.9572916,-29.673773,3.8328695,-19.341652,0.44404164,-20.632998,0.14852282,-12.84442,-1.1232721,-9.421924,-4.605513,-6.211629,-5.655141,-3.1703148,-5.927269,-1.9907451,-6.2281327,-1.0682963,-6.5589166,-3.312269,-6.8379846,-1.8734012,-5.098292,-0.7480715,-2.8365927,-0.9794265,-2.8749983,-1.8705574,-2.6474507,-1.3086783,-1.6241657,-0.66366315,-0.9023026
clapping,0.07366815907772621,0.19068463,2202.0136371194417,1945.7500473213179,3543.6857643924013,0.58953345,114.48584232020707,-119.61125,197.70514,-119.88869,3.80677,-51.351826,3.2398882,-7.710668,-22.327972,7.10115,-19.30867,5.113371,-14.699115,-7.7544875,-1.0967867,-14.611894,4.4769645,-10.1878805,2.3482306,-1.7401032,-6.5432496,2.0068538,-9.008024,3.915862,-3.515571,-1.045375,2.2002413,-5.412727,4.2690835,-5.0218196,0.84581137,-0.45632517,-2.4289534,2.7480881,-3.6837432,3.683152,-1.0599098,0.39040425,2.504847,-1.5808421,4.525833
dog,0.002297527552204176,0.006421845,183.95100932970982,322.67467590489036,290.5233785890371,0.07401641,178.23613601936927,-586.65796,11.902004,-0.9879022,-1.7925295,-2.1774054,0.9693366,0.28898847,-0.36281872,-0.38873604,0.31433612,0.09608271,0.4817773,0.7558881,0.6758531,1.3179582,1.6667706,1.5573515,0.58359474,0.33405027,0.33496213,0.6722626,0.6989178,0.52905315,0.39038658,0.3957628,0.094969,-0.30348128,-0.12568071,0.5203658,0.5362329,0.5123871,0.9997486,0.44097403,0.32629523,0.53414756,0.44135675,0.36824903,0.33346465,0.1728188,0.34485844
clapping,0.08460180720707657,0.41916835,3011.922993723128,3203.812566415578,5902.445824572216,0.592514,134.96383405773813,28.667555,144.24019,-70.206635,5.5730853,-32.495243,27.131985,-16.791458,-5.622953,-11.147287,5.831935,-1.6143333,3.3122683,0.32919225,1.6598706,-1.8728267,-2.6724722,1.3084431,-0.89823484,4.2095733,0.79740787,4.396248,-0.4320433,3.5023603,0.40691906,3.3354156,1.0233084,1.4479514,2.0330806,0.83767295,2.0798476,1.6049745,2.518518,0.07721687,3.1598368,0.9455971,2.6404731,0.8779703,2.3776557,1.2117866,2.1225562
thunderstorm,0.01072292814675174,0.042250205,446.9513180946496,1005.6729283921073,696.1569659947796,0.63407505,123.46575695135948,-400.28085,155.72514,73.40407,15.198199,5.4999332,16.989418,18.179054,7.3435445,-0.9296923,-1.1682856,0.95994574,1.1176575,0.38136533,0.1877201,-0.2613086,-1.6165018,-2.7471564,-2.3336222,-0.7768567,0.26049376,-0.097494826,-0.984786,-1.1084994,-0.38807976,0.28395993,0.41702515,0.27337596,0.084394306,-0.27324748,-0.7877431,-1.1456004,-1.2009946,-1.2048744,-1.4060344,-1.6830361,-1.7579008,-1.6310298,-1.5733762,-1.6814704,-1.6858935
fireworks,0.036779700188515084,0.0051360973,1784.5387898955587,2889.2863300537606,2974.579692937935,0.6160662,126.45745501103501,-533.5688,182.44098,-2.1175501,8.500804,1.5592637,2.1977842,0.41588533,-1.9302981,2.1663475,-0.3028992,-0.0364741,0.11566983,1.2332995,1.5240991,0.83224565,1.3798009,1.1829877,-0.7356862,-0.971385,-0.85367817,-0.7437726,-1.1253805,-0.38028082,0.85745347,0.7328494,0.19988866,-0.49708122,0.1758321,0.14989983,-0.26624447,-1.0071051,-0.571996,0.7268077,0.2668339,-0.23187353,0.107059084,-0.63275576,-1.3938501,-0.1764423,0.7612687
fireworks,0.030725465849767982,0.009742649,1564.8515534305468,2729.2665369096626,2366.8037857091067,0.6008844,110.3628915313225,-464.29147,130.57692,21.985521,8.467652,1.7059219,0.59344494,1.9142007,-0.5756309,1.3518373,0.9646836,-0.19396201,-0.13914968,0.2820341,1.7438921,1.0798385,0.37009004,-0.24614441,-1.0552145,-1.9155415,-2.4839027,-2.2350802,-1.7369442,-1.0471402,0.45971277,1.2952775,0.7406046,0.33417776,0.24938466,-0.1436653,-0.5614648,-1.032325,-0.8003812,0.3501799,0.84649926,0.38089684,0.35218132,0.08862255,-0.830795,-0.61761093,0.394603
fireworks,0.025953677856728537,0.010418134,1311.9399081388583,2426.8175257410157,1918.1537530814965,0.6296545,114.5106764791183,-471.92743,139.21762,31.494957,-5.445432,-2.9993384,6.4235144,5.3677845,0.6012909,-0.807166,0.9076647,1.4187334,0.27545393,0.63312817,2.7855294,3.6595922,2.0758832,0.017789518,-1.1118869,-0.6868814,-0.055048827,0.7595705,1.064185,1.1777135,1.377899,1.3995925,1.2073982,0.9676381,0.6076209,0.56984824,0.6082629,0.064363204,-0.39993265,-0.18997933,0.5980508,1.0801624,0.8143862,-0.082066335,-0.69037133,-0.26536882,0.65802544
fireworks,0.020144150594547564,0.00964999,1286.0564869165626,2747.0805632026018,1560.7325578233758,0.6188708,129.579065564959,-484.624,137.97878,54.46337,5.360393,-2.4681835,3.5326622,6.007492,3.2142453,-0.6511484,-1.865276,-1.0524476,0.12552199,0.9794192,1.3108221,1.2955844,0.9882855,0.05588543,-1.2043625,-1.8245797,-1.3950288,-0.75675654,-0.2694796,0.044035945,-0.009978983,-0.28481853,-0.37468353,0.059965767,0.72010934,0.63072747,-0.22293834,-0.8575869,-0.61745167,0.16994241,0.57000804,0.7131811,0.61570233,0.011044115,-0.37987113,-0.2332884,0.28838715
clapping,0.08428799303944315,0.02177692,3362.940404550555,3531.420352441826,6614.340514428654,0.6310544,109.27283995661415,-356.05533,112.76925,-66.3635,-9.30914,-28.225561,23.822763,-17.637957,9.215766,-7.6430125,10.809312,-0.06805576,5.9595385,-4.393155,7.317729,-0.77294886,4.2625318,-2.1958802,3.904609,-0.822616,2.8573086,1.1974568,1.817911,1.337644,1.4520888,3.4133437,2.1118867,2.8934608,1.1709771,2.009378,1.1375335,1.7838678,1.5013689,1.9656094,1.971625,2.1298244,1.8678159,1.3471357,1.1381407,2.7543805,1.3166436
clapping,0.08768217082366589,0.0319039,3512.3264365125287,3557.4926947856175,7112.951575188515,0.5614823,115.0520541007295,-264.1267,115.84496,-76.61797,-6.9218926,-35.52296,29.15466,-29.157833,14.449484,-10.55873,15.770143,-3.3901715,6.730216,-6.5271535,7.873534,-2.911288,5.8513584,-1.0852215,7.0452986,0.7695688,5.0019226,1.45823,2.2022245,1.9423735,0.34600636,3.9671974,1.8652992,3.607528,0.5131142,3.6569254,1.9306298,3.2005355,2.886818,3.8488426,3.1146708,3.3213484,2.5070732,3.1017075,2.6175506,3.3090718,1.5676562
clapping,0.06998622389791183,0.01734848,2972.185060443452,3241.9851345938073,5487.019875652552,0.55742407,107.00527562091332,-333.21127,132.761,-68.10059,-14.768836,-28.493696,24.103779,-24.09763,8.673181,-7.509913,13.623548,2.303708,2.4477568,-2.8158436,6.334067,-0.43699402,2.321848,-1.8620784,2.5787756,1.4875448,2.980929,2.6899812,1.9743692,2.5272417,0.026316136,4.022657,2.641411,4.2025433,2.354644,3.7722735,3.3772767,3.0443163,4.3963017,3.8093154,2.8926675,2.1922383,3.0924358,2.6110327,2.479106,2.4989285,1.7000757
chainsaw,0.05261881888051044,0.16078264,2353.051366461714,2580.733998806676,5034.3229997462295,0.4616987,129.08624783844513,-127.49072,166.81856,-67.11871,41.95723,-35.45654,1.5310898,-16.013239,-8.667326,-4.241967,-3.905625,-1.5799003,1.6908542,-2.4785936,-8.005357,-4.988011,-5.0349503,-3.7208648,-6.6779494,-3.8746712,-10.773402,-11.675301,-8.93932,-1.3131918,-5.168464,-5.2855086,-9.817252,-11.762742,-11.694216,-9.31304,-6.319979,-5.1004977,-1.7654548,-3.047663,-2.010542,-7.3647523,-5.9837384,-4.6923637,-2.428616,-4.731789,-5.006166
airplane,0.07945842698665893,0.18333843,2972.155908386961,3033.5978020199022,6181.328283606438,0.66182363,126.7669696731226,-127.05717,132.84337,-36.873943,60.453243,3.925601,30.736542,2.4978278,13.890316,6.7073536,0.259837,0.3549584,-0.83967143,-9.118183,6.455694,2.8784914,1.3244132,5.567064,5.263041,-0.24692516,-0.718985,1.230755,-5.2592483,1.4470192,1.9505562,1.0793844,3.1195674,4.802943,-0.33289084,2.413764,2.8711073,-0.65552175,0.63338107,0.5418849,0.83652663,-2.1545398,-0.27171934,0.5323587,0.7847498,0.43185815,1.945864
mouse_click,0.07821789805684455,0.0025365294,5270.571086336923,5444.573404408903,12069.485254132831,0.69238573,175.14909005220417,-550.0871,74.61429,1.236632,21.66868,-13.591245,20.577627,-1.2188383,28.296871,10.682884,25.47386,1.9512448,13.929904,-3.9204547,9.127952,-6.1122527,11.0610285,1.9643629,12.948981,-0.7456491,5.399219,-2.8054395,7.1146555,1.4199516,8.025857,0.76615816,3.6558096,-0.68409324,1.1543552,-1.4064361,-0.8898546,0.3244904,1.6159323,5.9441576,6.105507,6.5413256,0.76689345,2.4590452,-0.69188124,4.1018496,-1.0316578
pouring_water,0.13464327146171692,0.004496305,3763.1128624892403,2948.424111466255,6402.555716176044,0.48175073,142.63292589569957,-504.83087,95.641136,-87.962364,20.580027,-10.429315,-4.4995546,-20.101965,-4.7285357,0.07491534,-4.4580746,0.06926258,-0.53890693,-2.0359526,-6.165127,-2.8008163,-6.545091,-6.0758977,-5.578653,-5.6970844,-5.099239,-7.5641384,-6.3461795,-4.6426125,-4.244847,-4.5440354,-4.878321,-1.9389756,-1.830487,-3.5952516,-3.9115753,-2.4637847,-3.368783,-4.904501,-3.0432289,-2.330868,-2.8037636,-2.438412,-1.8757067,-1.5850393,-1.4924461
train,0.011006153929814385,0.15072483,991.0137010905289,1958.6275457722722,2021.123432062065,0.7069377,126.4350607449713,-254.03944,178.52711,-3.2523582,59.531525,15.535046,11.012205,20.284964,14.751351,12.649564,8.955546,14.42647,-0.14992699,-1.937591,4.993579,-0.07357414,0.6819447,-1.4748274,-4.2724266,-1.8264031,0.41600195,0.7711213,-0.78217196,2.424342,2.3905683,1.0785942,0.19171616,-0.67309594,-2.4327404,-1.0883517,4.003832,0.8313396,-1.4217781,1.8561015,3.0199447,0.076167814,0.7157993,2.4813137,0.35403192,0.79592055,2.3904383
sheep,0.02000140479988399,0.009327965,1286.5515868595635,2400.2200211353465,2182.8972411542923,0.68060267,125.34236988108226,-551.0908,160.01463,-20.451885,19.59539,11.168522,7.803193,5.037782,7.483986,11.337349,10.203886,12.492585,15.8832445,9.87257,6.08761,8.845609,7.44129,4.0625467,3.265003,3.553473,0.48122898,2.7651505,5.445204,2.1108565,0.5393002,4.1744866,1.394988,2.2216287,3.7942133,2.4262452,1.4887885,-0.35268486,-0.5568466,-0.4847945,0.5316186,-0.5792895,0.2530847,-0.32360983,-1.1686691,0.31668878,1.2634097
water_drops,0.06022399760730859,0.018680463,3964.952121621627,4629.882130840059,8924.73829937645,0.42428884,166.70866935483872,-394.72842,108.555756,5.407972,10.749112,-6.749056,15.315452,10.180306,18.682047,0.61775964,10.0191145,0.5723141,0.86698174,-13.975377,-12.665076,-20.649664,-6.432012,-3.8009393,1.9028612,0.93421966,-0.28091305,-4.3159723,-5.85151,-6.2243996,-4.6563406,0.44411254,2.9317985,5.8734956,3.452678,0.93065774,-0.7965643,2.0334818,-2.5052662,-1.6134176,-0.18044317,1.9257512,-0.25163108,-2.472332,-3.9327176,-2.5040145,-4.8273563
water_drops,0.06928835556844548,0.003939763,5085.543286865246,5690.384983438567,12399.77761111514,0.56081337,134.9300425651699,-514.5597,85.666275,17.054996,23.686644,10.389069,14.282217,5.8884616,10.523938,2.5806956,6.0627823,-1.4626781,1.3168161,-1.3018141,0.87334216,-4.227159,-0.5781969,-2.1004493,0.10233199,-4.011287,-1.2079338,-4.17299,-2.317402,-4.490284,-2.6855032,-5.429601,-1.6009698,-3.30632,-2.639548,-4.899138,-2.635337,-3.8431432,-2.5727062,-3.405007,-0.92031103,-0.43116307,-1.0695245,-4.3658857,-3.885804,-2.8266034,-2.515954
water_drops,0.07547627247679814,0.0033216826,5116.556400754093,5783.661989670799,12525.67940200841,0.58564526,131.43917188982405,-514.53,88.86575,18.65257,24.808413,11.174334,17.38253,5.8598447,11.791326,1.2821325,4.651827,-3.2359836,2.4967434,-2.481997,1.072794,-7.3618197,0.93481106,-2.6722236,0.7650563,-6.10263,0.3553455,-3.9441078,1.1531858,-3.8868167,0.87952524,-4.4422965,-0.79881316,-5.3978066,-1.0067927,-5.0857196,-0.3228906,-3.0450635,0.2611742,-3.6784544,0.20716794,-2.0588021,0.43642032,-4.836574,-1.9240808,-2.823837,-0.5555738
church_bells,0.033469357236078884,0.14350794,1230.7250335414876,1592.2237406914367,2000.4395664153133,0.3210348,123.92521100709608,-253.76979,194.5215,-31.794605,-5.5575027,3.7250721,-3.6295016,-13.900456,-18.774073,-5.8499527,-3.483986,5.347083,12.391781,4.5969048,-10.094376,-20.094248,-23.173887,-20.672623,-12.0954,-1.1515596,6.287584,4.0610886,-3.0762327,-8.878035,-8.00215,0.9566536,14.635843,24.053505,23.75295,15.734334,2.2191398,-7.0373516,-8.430943,-6.327146,-2.810502,-4.793424,-13.702382,-21.655855,-17.874798,-2.5875669,7.4425073
church_bells,0.041258066270301624,0.083682775,1938.6224568049313,2928.625934705451,2885.2993356656034,0.21130164,125.20693588253425,-289.10895,148.99342,-4.3950768,-11.665164,-3.891305,-8.468755,-16.213737,-16.296036,-14.786507,-9.85443,-2.1144729,6.399159,8.630976,1.9311246,1.0426484,4.8857822,-1.59172,-15.584895,-24.67792,-21.301334,-6.6834793,5.8945546,7.010389,0.7434445,-4.3782797,-0.10424111,9.922356,13.035365,6.4711723,0.5495993,0.59824693,-1.9747275,-10.98904,-11.49935,5.9572706,17.876444,6.6814275,-3.8968282,-0.07416604,-1.5897274
clock_alarm,0.1837410274071926,0.12675974,3720.5480736289314,2351.8005799150137,4892.583562935035,0.32465005,128.9016486703552,-180.4193,112.353485,-117.92588,49.169155,11.53248,-4.3492637,-10.206737,11.970494,-18.292423,-0.6557748,-18.687292,25.383427,-12.044206,20.128902,-8.1014185,22.818737,5.9907913,-17.06714,-4.3130064,4.708963,0.88904035,-0.21889006,5.074915,-5.32991,-0.07069613,-8.917951,12.446067,-21.079235,4.171978,-3.172297,-0.44634226,2.7936316,1.9174513,-11.713839,4.4955153,15.772245,-8.289857,-0.4316486,-6.707559,5.2325387
keyboard_typing,0.03619059055974478,0.008349171,2681.19642853709,3110.125821539724,4961.72962587007,0.6594743,110.33322586659412,-478.70044,124.82803,-42.443176,32.716072,-2.2180002,17.385239,-3.512226,17.182299,2.3338935,2.2297602,8.810528,10.438778,4.1012783,9.2570715,8.362774,6.3367324,6.2156477,7.635146,5.857864,4.7503986,1.8729368,0.12498774,-1.4085591,0.6164035,0.54452854,-1.5291445,2.7173111,1.1350495,0.9396592,2.6244192,2.7894268,3.153466,2.9937499,3.4323053,-0.007487463,0.8103438,3.3420093,0.8872647,1.3942013,1.4248554
wind,0.008892156685034803,0.15296893,878.5313539383293,2042.6741959123408,1522.462410274072,0.6217087,123.58523976100213,-274.82867,163.20262,3.6290524,69.5879,39.12997,17.431723,13.272642,21.432102,8.468139,1.657788,-0.8976068,4.002332,3.5458264,0.6732584,1.3037078,0.4068665,0.8650523,-2.4631402,-2.9857051,-3.4308634,-1.618085,-4.7273684,-1.9540855,-1.1713402,0.7885596,0.60663134,1.135289,1.9319012,0.72524226,1.4440827,1.7549359,2.793588,0.27783242,0.6382184,1.0132456,2.6010582,1.5358028,1.4586643,1.3588575,1.6314838
clock_alarm,0.4225558747824826,0.062160324,7953.636000755633,4639.956571995412,12029.166704430105,0.16447459,126.73332804255627,-321.39185,33.0429,-40.03909,-13.588825,-37.530746,8.008633,-32.00933,22.195665,-17.25406,-5.693169,11.969221,3.271964,-4.324914,24.082638,-2.8921955,14.663411,-16.842985,36.909798,-10.71312,-0.49776182,-2.4894595,4.0449624,-11.73464,6.3705716,0.3473978,3.2772944,-18.246723,24.779106,-7.5135202,2.50629,2.5453694,2.6855004,1.3136097,-7.215377,13.70749,-2.7211976,-7.281777,6.7167516,2.6821187,-5.8528447
footsteps,0.17427335593097448,0.007605559,5765.215616607913,5521.951833605621,12110.253453088748,0.6254346,100.30434018946114,-393.86703,86.450714,-1.2875866,-1.2553306,-14.540146,0.6633626,-8.312909,-1.7814916,-8.477794,-8.280508,-5.6601734,-4.5009847,-2.8828478,-5.078013,-3.4976616,-6.080783,-5.975059,-6.04985,-5.9241424,-4.138138,-4.768604,-2.24732,-4.371194,-0.6856995,-4.8635144,-0.109971486,-5.464734,0.4710002,-6.679213,1.5056105,-6.397303,1.3899112,-6.8432074,2.4103978,-5.393088,2.2577193,-4.869614,2.1630986,-3.319728,2.0298405
footsteps,0.16761641712587008,0.00697317,5822.591262562469,5561.035701927314,12441.395147549303,0.6375673,105.10597175899072,-388.87268,86.62341,-9.343998,2.714572,-18.829014,6.909204,-11.797057,3.0091414,-9.773866,-1.3516731,-9.3486,-0.41685185,-5.211048,-0.80126697,-6.424274,-1.4172308,-6.5639176,-0.93706226,-7.5948677,-0.43034473,-7.5297704,0.6202196,-7.406735,2.4357123,-7.9111624,2.0212357,-9.86176,2.326725,-9.849359,3.3741496,-9.973831,3.854733,-9.398083,4.4747505,-8.150118,3.8229048,-7.21913,3.8806427,-5.291777,3.1491416
footsteps,0.15659780126160092,0.007973232,5372.080210879596,5420.657324810495,11705.019553908063,0.649337,121.67175717807424,-389.34265,95.66538,-12.040789,-2.567857,-17.098396,7.4386444,-10.5566025,1.6509234,-10.803547,-2.6179857,-8.418499,-1.4648701,-3.906501,0.032776695,-4.9753184,-1.2619088,-6.063316,-1.0722144,-7.3485103,-1.1114026,-7.3916006,-0.82550263,-7.9811306,0.23575704,-8.623232,1.5227178,-8.581187,2.6735432,-9.633148,3.3727329,-9.995243,3.159485,-9.280589,4.303122,-7.824647,4.310239,-6.8548565,3.312849,-5.409549,3.2948692
footsteps,0.14656027950986078,0.0107464045,5360.890538375177,5520.869518098834,11913.407002247679,0.62155914,113.29133776354284,-370.8025,97.94776,-10.66328,-4.9684997,-18.333235,6.5920234,-12.022563,-0.35348713,-13.956669,-3.8566265,-8.574928,-0.38532656,-4.1447916,-1.0387877,-7.00644,-2.602889,-7.591689,-1.410972,-7.0104203,0.3496585,-7.3488946,0.43040782,-8.244638,1.2973998,-8.600445,2.3470736,-9.113531,2.806741,-10.245994,3.5099003,-10.484716,4.7124515,-9.620605,4.277084,-8.942474,4.9918256,-7.6112294,3.5470133,-6.0413327,4.0088687
